chave,ITEM,NUMPEDVEN,QTCOMP,STATUS,AUTORIZADO
439313925002500,6345242,1155411002,1,AUTORIZADO,Autorizado
95922950620,7600432,1155277657,1,AUTORIZADO,Autorizado
95922950620,7600418,1155277657,1,AUTORIZADO,Autorizado
95932950620,7922695,1155284845,1,AUTORIZADO,Autorizado
43467850620,7853609,1155354050,1,AUTORIZADO,Autorizado
95952950620,7754456,1155376247,1,AUTORIZADO,Autorizado
606688529002910,7775130,1155407350,7,AUTORIZADO,Autorizado
606689529002910,6470340,1155420968,2,AUTORIZADO,Autorizado
606690529002910,7792892,1155423450,1,AUTORIZADO,Autorizado
606691529002910,7809286,1155426114,1,AUTORIZADO,Autorizado
606692529002910,5866151,1155428167,2,AUTORIZADO,Autorizado
31535832350505,8013477,1155194803,1,AUTORIZADO,Autorizado
31535932350505,6319366,1155209505,1,AUTORIZADO,Autorizado
31536132350505,7565618,1155299895,1,AUTORIZADO,Autorizado
2787621350505,7923647,1155319311,1,AUTORIZADO,Autorizado
2787721350505,7846243,1155334310,1,AUTORIZADO,Autorizado
2788221350505,8020635,1155390977,1,AUTORIZADO,Autorizado
2788321350505,6219437,1155398957,2,AUTORIZADO,Autorizado
52928960300630,7943034,1155265894,1,AUTORIZADO,Autorizado
52929060300630,8029348,1155169419,1,AUTORIZADO,Autorizado
52929460300630,7943041,1155267725,1,AUTORIZADO,Autorizado
52930460300630,7943041,1155222100,1,AUTORIZADO,Autorizado
52930260300630,7943034,1155174086,1,AUTORIZADO,Autorizado
52929860300630,7933752,1155420835,1,AUTORIZADO,Autorizado
52930860300630,7933752,1155433263,1,AUTORIZADO,Autorizado
52930060300630,7986215,1155429459,1,AUTORIZADO,Autorizado
52930760300630,7943041,1155169642,1,AUTORIZADO,Autorizado
